# Dataset "300K (+)" exported from GenX on Fri Dec  9 11:04:04 2016
# Column lables:
# x	I_simulated	I	error(I)	error(x)
1.706814801160000047e-02 1.884090086798184127e-01 1.801483000000000112e-01 3.824806000000000039e-03 4.354534229440503671e-04
1.738717636320000204e-02 1.760595630135252665e-01 1.794661999999999924e-01 3.718510999999999865e-03 4.370671114610318324e-04
1.771835917543999883e-02 1.640371671144681409e-01 1.624424999999999897e-01 3.426605000000000102e-03 4.387938547996769897e-04
1.806241018176000038e-02 1.523561481876729573e-01 1.512902000000000136e-01 3.210117000000000179e-03 4.406439407543918702e-04
1.842007460384000039e-02 1.410320274958138387e-01 1.394447000000000048e-01 2.990416000000000081e-03 4.426292729319311722e-04
1.879220262416000237e-02 1.300791876534758973e-01 1.306660000000000044e-01 2.867768000000000140e-03 4.447630672680567766e-04
1.917966541735999925e-02 1.195135671877139011e-01 1.244335000000000024e-01 2.784750999999999806e-03 4.470599938819062218e-04
1.958344961496000236e-02 1.093498874659100256e-01 1.088897999999999949e-01 2.559446999999999851e-03 4.495370600871968444e-04
2.000460482496000184e-02 9.960322994736317548e-02 1.018362000000000017e-01 2.433890000000000185e-03 4.522125960714605953e-04
2.044426462400000116e-02 9.028839439268286637e-02 9.011590999999999352e-02 2.262688000000000112e-03 4.551081914274450967e-04
2.090367804560000486e-02 8.141921358747700177e-02 8.320916999999999897e-02 2.131103000000000077e-03 4.582474215923096794e-04
2.138423057232000102e-02 7.300828578858782614e-02 7.189391000000000531e-02 1.966910000000000099e-03 4.616578723730485568e-04
2.188738115927999980e-02 6.506803952683939962e-02 6.460486999999999480e-02 1.838440999999999903e-03 4.653702643310593176e-04
2.241478818712000151e-02 5.760852041607118085e-02 5.407499999999999807e-02 1.650914999999999978e-03 4.694194641418695775e-04
2.296824648552000039e-02 5.063849585703260325e-02 4.868287999999999782e-02 1.546077999999999992e-03 4.738462037243730269e-04
2.354971882144000356e-02 4.416481780875769481e-02 4.319135999999999809e-02 1.446479999999999988e-03 4.786962689313652673e-04
2.372311406304000378e-02 4.236872641469115186e-02 4.482970000000000010e-02 8.858966000000000453e-04 4.594784448294500566e-04
2.406444658464000283e-02 3.906543396372454818e-02 3.976649000000000156e-02 8.072598000000000057e-04 4.613648778562256690e-04
2.416139887560000282e-02 3.819163583644602511e-02 3.891238999999999809e-02 1.389269999999999958e-03 4.840232305010163153e-04
2.441576087832000169e-02 3.591737474858908152e-02 3.600238000000000049e-02 7.295407000000000064e-04 4.633429230745194326e-04
2.477747678728000474e-02 3.292471112615209805e-02 3.266489999999999672e-02 6.795412999999999714e-04 4.654185688779617137e-04
2.480570074640000081e-02 3.272051288552919879e-02 3.273241000000000345e-02 1.255727000000000102e-03 4.898874338052058896e-04
2.515006663512000043e-02 3.008704431390403847e-02 3.048963999999999841e-02 6.379670000000000262e-04 4.675982260142675273e-04
2.548531143032000193e-02 2.774985059195498108e-02 2.742872000000000018e-02 1.130039999999999907e-03 4.963604960256305610e-04
2.553403423367999955e-02 2.740363574932351207e-02 2.706379000000000076e-02 5.835038999999999547e-04 4.698890081677161508e-04
2.592991488304000405e-02 2.487340919792280919e-02 2.450551999999999939e-02 5.446621999999999705e-04 4.722983425920633440e-04
2.620321181408000188e-02 2.327466809460752156e-02 2.329410999999999982e-02 1.108218999999999914e-03 5.035227597229741548e-04
2.633826487544000186e-02 2.249500540287946090e-02 2.300272000000000081e-02 5.262539000000000539e-04 4.748351644771057123e-04
2.675967199136000327e-02 2.026669009427187543e-02 2.045662999999999995e-02 5.143342000000000400e-04 4.775072201808994534e-04
2.719478698776000430e-02 1.818620214660307544e-02 1.779827000000000145e-02 4.796582999999999880e-04 4.803257313463853953e-04
2.764429210984000254e-02 1.625093709098246117e-02 1.621028000000000052e-02 4.483202000000000042e-04 4.832998370742535221e-04
2.810890109104000056e-02 1.445792448273474848e-02 1.458863999999999994e-02 4.130164000000000188e-04 4.864426312516615812e-04
2.858939064128000404e-02 1.280369768144709423e-02 1.275608999999999944e-02 3.745722999999999848e-04 4.897659369494779345e-04
2.908660044696000091e-02 1.128433075669390412e-02 1.132449999999999950e-02 3.467186000000000248e-04 4.932839355009343814e-04
2.960140168272000147e-02 9.895543316062863082e-03 1.009939999999999970e-02 3.281499999999999803e-04 4.970118228491552433e-04
3.013475998792000329e-02 8.632530214949094352e-03 8.709833999999999632e-03 3.108086000000000247e-04 5.009660904040910473e-04
3.068769348232000191e-02 7.490111763749827956e-03 7.569176999999999850e-03 3.014739999999999803e-04 5.051662306827822647e-04
3.126129375824000106e-02 6.462697675841357590e-03 6.762986999999999818e-03 2.775011999999999987e-04 5.096307000329160317e-04
3.185674687272000566e-02 5.544289526581570871e-03 5.908087000000000234e-03 2.516919999999999748e-04 5.143833316669679627e-04
3.247533334752000095e-02 4.728533922860055777e-03 4.769108999999999675e-03 2.193345999999999989e-04 5.194481279977434173e-04
3.311840717695999775e-02 4.008796431489608167e-03 3.717914000000000115e-03 1.880506000000000050e-04 5.248524445205623090e-04
3.378745880440000432e-02 3.378142725366419050e-03 3.251524999999999901e-03 1.742675999999999915e-04 5.306266412322698358e-04
3.448410462616000038e-02 2.829439174056049087e-03 2.938121000000000135e-03 1.648173999999999917e-04 5.368039557038398277e-04
3.521008699152000654e-02 2.355435227271832337e-03 2.314206000000000076e-03 1.439270999999999997e-04 5.434224486247232018e-04
3.596729519487999738e-02 1.948838456738443553e-03 1.894602999999999912e-03 1.281204999999999942e-04 5.505228493528765629e-04
3.675778646792000198e-02 1.602408092476323952e-03 1.548230999999999956e-03 1.145190000000000059e-04 5.581526000394605204e-04
3.758380697176000318e-02 1.309061285192085261e-03 1.302227999999999893e-03 1.030042999999999991e-04 5.663626719972283128e-04
3.844780229303999819e-02 1.061991386452620315e-03 1.017179999999999907e-03 9.065771000000000517e-05 5.752126115426278111e-04
3.935244893216000711e-02 8.547823108753421816e-04 7.549460999999999715e-04 7.727918000000000233e-05 5.847674082302808853e-04
4.030070678368000148e-02 6.815226107984323923e-04 6.388796999999999879e-04 6.972849000000000093e-05 5.951004001804149467e-04
4.129578764807999985e-02 5.369283883427744888e-04 5.852486000000000060e-04 6.607239000000000048e-05 6.062957993011743691e-04
4.234124969648000308e-02 4.164251816205297575e-04 4.738898000000000177e-04 5.879277000000000190e-05 6.184474962557452065e-04
4.243199633740000337e-02 4.066372383833277834e-04 3.876236221255000133e-04 1.871065000000000017e-05 5.713552159954523799e-04
4.304253046140000399e-02 3.492785512778737319e-04 3.221956905470000081e-04 1.651085000000000134e-05 5.762786832313078478e-04
4.344102895888000276e-02 3.162208229381423589e-04 2.920574999999999799e-04 4.766683999999999846e-05 6.316642647609566367e-04
4.367088575075000340e-02 2.976161734294599796e-04 2.870035402480000121e-04 1.487962000000000036e-05 5.814175432416534639e-04
4.431785564924999726e-02 2.511903060409721180e-04 2.187991338959999904e-04 1.270414000000000031e-05 5.867845360268537881e-04
4.459944982024000026e-02 2.333398280118203192e-04 2.576653000000000146e-04 4.325225000000000250e-05 6.460662405866445098e-04
4.498429624100000468e-02 2.096179511467378639e-04 2.018838506409999993e-04 1.181012000000000035e-05 5.923935423181535785e-04
4.582136146952000416e-02 1.655992621994787067e-04 1.252565000000000026e-04 2.952463000000000060e-05 6.617958048147554910e-04
4.567107405015000121e-02 1.725921660371840596e-04 1.602720338040000041e-04 1.030268000000000077e-05 5.982592427411046344e-04
4.637916000135000605e-02 1.398704249060806176e-04 1.346455746990000003e-04 9.255602000000000428e-06 6.043971331805024407e-04
4.711209591536000968e-02 1.115382126780304348e-04 1.468856999999999953e-04 3.552177000000000058e-05 6.790087810569241491e-04
4.710953545930000180e-02 1.112716616532104642e-04 1.184582897104999983e-04 8.669018000000000421e-06 6.108261087365535842e-04
4.786329662925000589e-02 8.666112576311597469e-05 8.811270360934999560e-05 7.806049000000000180e-06 6.175618765550866312e-04
4.864156059654999725e-02 6.594182040497877215e-05 6.866995919314999972e-05 6.935984999999999967e-06 6.246279392566426178e-04
4.944554884705000541e-02 4.903713131772271237e-05 4.262310334225000163e-05 5.426588999999999756e-06 6.320423371795278735e-04
5.027656638700000319e-02 3.587607474934304078e-05 3.975665642414999803e-05 5.083251999999999625e-06 6.398321486695084624e-04
5.113599130300000573e-02 2.637636577515821182e-05 2.727157116515000046e-05 4.123492999999999587e-06 6.480210007324222962e-04
5.202531652220000052e-02 2.042650435415312103e-05 2.085097450159999883e-05 3.627718000000000086e-06 6.566372201305983826e-04
5.294611849215000166e-02 1.786923335827807587e-05 1.271371611999999996e-05 3.065470000000000145e-06 6.657112659479032767e-04
5.390008850095000248e-02 1.848576951796250086e-05 1.989345525395000037e-05 3.724847999999999950e-06 6.752753677758503844e-04
5.488908487750000093e-02 2.198337059668095005e-05 1.442300684310000088e-05 3.531941000000000088e-06 6.853687443775357407e-04
5.591505991114999879e-02 2.798655266096889183e-05 2.986420112295000073e-05 4.514973999999999676e-06 6.960260400088563422e-04
5.698010161190000811e-02 3.603355869116125159e-05 3.706199269365000195e-05 4.718393999999999839e-06 7.072948152349485800e-04
5.808651723080000134e-02 4.558030893940117511e-05 4.647432318675000186e-05 5.097248999999999959e-06 7.192207747923025970e-04
5.923673929950000472e-02 5.601064881665224714e-05 5.678002426860000309e-05 5.437437999999999591e-06 7.318564934481690655e-04
6.043345091085000620e-02 6.665662465054540708e-05 7.143212203480000665e-05 6.016674000000000054e-06 7.452598224026369452e-04
6.167949175845000021e-02 7.682535113337202301e-05 8.376505675624999054e-05 6.474403000000000089e-06 7.594938221443016130e-04
6.297801473740000100e-02 8.583573879057016410e-05 8.399809821260000378e-05 6.387901999999999915e-06 7.746305311955178040e-04
6.433238154379999907e-02 9.305903060685310265e-05 8.524005585425000766e-05 6.312196000000000203e-06 7.907458272447348774e-04
6.574627751530000286e-02 9.796430896432824199e-05 1.005917780569999992e-04 6.747841999999999895e-06 8.079285510243154438e-04
6.722371163109999714e-02 1.001623597689875581e-04 9.884460222009999113e-05 6.592743999999999944e-06 8.262732050606565876e-04
6.876908959230000618e-02 9.944417422947194674e-05 9.510041682330000446e-05 6.421878000000000113e-06 8.458898442764045981e-04
7.038719294180000030e-02 9.580833853191447096e-05 8.979388053760000018e-05 6.141230000000000153e-06 8.668981190904500190e-04
7.208326258470000580e-02 8.947217386788787398e-05 9.496209815279999140e-05 6.217254999999999989e-06 8.894314814950559462e-04
7.386310318880000281e-02 8.086155810206081948e-05 8.519865026525000513e-05 5.799737000000000101e-06 9.136444927784328823e-04
7.573305186445000725e-02 7.057814799979167635e-05 7.269412238185000747e-05 5.311030000000000038e-06 9.397068874199072030e-04
7.644301702465000625e-02 6.652923586004487325e-05 6.515386458445000405e-05 3.057948999999999849e-06 8.362531147618882700e-04
7.754291805235000168e-02 6.022824018827686724e-05 5.823753100544999716e-05 2.797687000000000189e-06 8.471316179353477385e-04
7.770014520534999913e-02 5.934326262293315669e-05 5.933796954459999803e-05 4.886552999999999698e-06 9.678161034883073655e-04
7.867493267385000655e-02 5.385325998574140528e-05 5.272455685439999900e-05 2.549127999999999796e-06 8.584366418805992015e-04
7.977215060870000707e-02 4.792447420372110086e-05 4.516229608700000284e-05 4.219941999999999923e-06 9.981884187162462507e-04
7.984049117599999190e-02 4.753426306956503585e-05 4.845138005339999981e-05 2.388587999999999974e-06 8.701921447176823830e-04
8.104109692600000581e-02 4.139390856130084178e-05 4.088796913074999869e-05 2.141551999999999905e-06 8.824232618588938532e-04
8.195769155580000243e-02 3.705248795274928203e-05 3.630683076055000053e-05 3.733080999999999995e-06 1.031080369693866423e-03
8.227835769154999424e-02 3.554319793134912820e-05 3.965191228559999937e-05 2.051477999999999995e-06 8.951573863548744660e-04
8.355399608090000041e-02 3.007775733339875215e-05 3.178937098579999909e-05 1.813607000000000075e-06 9.084230268310242726e-04
8.426636245260001046e-02 2.734075718392864736e-05 2.775435633234999843e-05 3.518216999999999878e-06 1.066770804880523430e-03
8.486980778265000580e-02 2.507502691185493953e-05 2.474059953009999702e-05 1.613697000000000027e-06 9.222554868431253553e-04
8.622773464610000715e-02 2.059182505381270786e-05 2.118741991560000186e-05 1.552879000000000045e-06 9.366821373555704816e-04
8.762981248100000509e-02 1.666344840085404110e-05 1.584737910740000263e-05 1.362649999999999989e-06 9.517477536610264568e-04
8.907823369785000667e-02 1.330341584190925656e-05 1.434398617674999945e-05 1.287878000000000013e-06 9.674838394308402610e-04
9.057533686785000648e-02 1.050457825861246823e-05 1.074604051964999977e-05 1.096986000000000080e-06 9.839409886553155890e-04
9.212363804305000181e-02 8.241088693171980857e-06 8.603334293355000039e-06 9.546019999999999872e-07 1.001161592226629694e-03
9.372578899615000014e-02 6.471330144464475028e-06 6.366529365450000289e-06 8.442388999999999749e-07 1.019197235983771701e-03
9.538465030084999907e-02 5.141277356008011060e-06 6.342479119104999905e-06 9.174531999999999610e-07 1.038103377812152079e-03
9.710328089180000899e-02 4.188379500717744552e-06 4.825808396194999680e-06 8.714518000000000028e-07 1.057938171454386083e-03
9.888499026485000898e-02 3.545494671852689456e-06 3.813593765664999999e-06 8.213203000000000280e-07 1.078773151258409762e-03
1.007333280370000111e-01 3.144726272775601123e-06 2.999228841239999931e-06 7.313970000000000211e-07 1.100671600912824389e-03
1.026520526262500038e-01 2.920891708653613662e-06 4.350221200590000070e-06 7.763238000000000261e-07 1.123717719547484952e-03
1.046453191725000148e-01 2.814470172254683449e-06 2.618102396114999738e-06 6.294222000000000204e-07 1.147995802703563953e-03
1.067174602965000052e-01 2.774001384503110441e-06 1.780488333479999878e-06 5.911373000000000374e-07 1.173599114792184869e-03
1.088734350220000036e-01 2.757774783365402169e-06 2.400095969220000073e-06 6.074414999999999803e-07 1.200633730097984452e-03
1.111181501725000131e-01 2.734848289902799262e-06 3.544744475909999891e-06 7.155192999999999927e-07 1.229211083119575477e-03
1.134575565765000155e-01 2.685311557866082969e-06 2.073510886185000070e-06 5.911152000000000202e-07 1.259463137029425079e-03
1.158975006620000109e-01 2.599821945903725667e-06 2.019759630745000215e-06 5.554205999999999859e-07 1.291524516391771632e-03
1.184446640610000157e-01 2.478348041870027928e-06 2.053200144604999829e-06 5.417523000000000223e-07 1.325556278584956839e-03
1.211063548085000025e-01 2.328196905084940569e-06 2.806640845369999859e-06 5.696714000000000410e-07 1.361727040345825064e-03
1.238904029420000025e-01 2.161462984962448338e-06 2.427695694679999649e-06 5.805811000000000477e-07 1.400234993490735626e-03
1.268054737030000212e-01 1.992125968327907336e-06 2.971180055165000107e-06 5.753627999999999777e-07 1.441293733066233975e-03
1.298610675369999967e-01 1.833229088474695196e-06 1.923171593120000259e-06 5.138612000000000353e-07 1.485144811018777617e-03
1.330675200935000080e-01 1.694581557903688606e-06 1.363872097879999979e-06 4.575747999999999821e-07 1.532063691765130379e-03
1.364362110270000150e-01 1.581391365474497616e-06 3.952880566844999544e-07 3.718883000000000042e-07 1.582356081700955069e-03
1.399800859995000146e-01 1.494079417458099768e-06 2.406118782189999950e-06 5.181856999999999759e-07 1.636375502980902180e-03
1.437128214765000245e-01 1.429260783280358333e-06 3.857144644239999949e-07 3.764246999999999812e-07 1.694508990132834831e-03
1.476501819334999910e-01 1.381433817792792112e-06 1.071014567450000020e-06 4.238113999999999777e-07 1.757218056871713346e-03
1.518093934530000133e-01 1.344902866632916200e-06 1.605621729674999999e-06 4.953101999999999905e-07 1.825002058390345992e-03
